rid,agree,reason,verdict,organisation,address,city,state,zip,source_name,source_url,note
157,yes,"Re-opened ir.cedarrealtytrust.com/company-information: Company Contact gives Cedar Realty Trust, 2529 Virginia Beach Blvd., Virginia Beach VA 23452 (Wheeler REIT subsidiary); CEO is an HQ role.",,,,,,,,,
159,yes,"BBB is blocked here, but ALA Solution Series (solution-series.alanet.org/site/centerbase/7546) and gregslist.com list 8350 N. Central Expressway, Suite 1950, Dallas TX 75206; alanet.org shows Suite 1900 PMB #3266, so the suite may be a mail drop, as the researcher noted. Remote staff, HQ fits.",,,,,,,,,
160,yes,"Re-opened business.lynchburgregion.org member page: Centra, 1920 Atherholt Road, Lynchburg VA; no support for 1401 Wicker Dr.",,,,,,,,,
161,yes,"Rabbis in UT, TX and CA lead separately run local Chabad centers; the Brooklyn world HQ is not their office. generic_no_office is reasonable.",,,,,,,,,
162,yes,"Re-opened channelfactory.com/contact-us: Corporate Headquarters 17700 Castleton Street Suite 406, City of Industry CA 91748; no Florida office listed.",,,,,,,,,
163,yes,"Re-opened the Bloomberg LEI page: HQ address 110 West 7th Street Suite 2000, Tulsa OK 74119 (legal address is the registered agent in OKC). Caveat: the LEI is LAPSED (last updated 2023) and the Tulsa Chamber and IRS records show only a PO Box. Nothing supports the OKC 100 N Broadway address, so the Tulsa HQ stands.",,,,,,,,,
165,yes,"Re-opened the jpmorganchase.com newsroom page: new global HQ at 270 Park Avenue opened Oct 21, 2025; 383 Madison was interim.",,,,,,,,,
166,yes,"BBB is blocked here; the NASBA registry exhibitor page and the NYBA member profile both give 235 Whitehorse Lane, Kennett Square PA 19348. No Philadelphia or Florida office found.",,,,,,,,,
168,yes,"Re-opened chiefexecutivegroup.com/contact-us: 'one office location', 100 Westwood Pl Suite 445, Brentwood TN 37027.",,,,,,,,,
169,yes,"Re-opened clccal.org contact: Los Angeles Office 101 Centre Plaza Drive, Monterey Park CA 91754; fits the LA-area attorney, not the DC namesake.",,,,,,,,,
170,yes,"NPI record (Childrens Medical Center, 4651 Sheridan St Suite 270) confirmed, and the practice site toplinemd.com/childrens-medical-center lists its Hollywood office at 4651 Sheridan Street, Suite 270, Hollywood FL 33021.",,,,,,,,,
173,yes,"Re-opened data.sec.gov CIK0001423053: Citadel Advisors LLC at 830 Brickell Plaza, Miami FL 33131. Donors are in three states, so the HQ is fine; citadel.com is blocked, so a NY office street could not be checked.",,,,,,,,,
176,no,"The correction is not supported. Sunbiz is blocked here, and the parent's own site (schweigerderm.com/contact-us, structured data) still gives 'Corporate: 33 East 33rd Street, 12th Floor, New York NY 10016', which is the address we publish. The Boca clinics are several Schweiger-branded sites, so the corporate office stays.",correct,Schweiger Dermatology Group (parent of ClearlyDerm),"33 East 33rd Street, 12th Floor",New York,NY,10016,Schweiger Dermatology Group - Contact Us,https://www.schweigerderm.com/contact-us/,"ClearlyDerm is part of Schweiger Dermatology Group, whose own site lists its corporate office at 33 E 33rd St, 12th Floor. The 13-15 W 27th St registry address could not be confirmed."
178,yes,"Re-opened cloudera.com/about/locations: San Jose, 6220 America Center Dr. 5th Fl, San Jose CA 95002; Santa Clara no longer listed and there is no MA office.",,,,,,,,,
181,no,"The researcher's source (colliers.com) cannot be opened here (403; the Wayback copy is from 2022 and has no Boca address), so 2385 NW Executive Center Dr Suite 350 was not seen on any page. One donor is senior corporate counsel, which may be an HQ role. It needs redoing.",not_found,Colliers (South Florida / Boca Raton office vs US HQ),,,,,,,"UNCHECKED: search budget. colliers.com is blocked, so the Boca Raton office street could not be verified; redo by confirming the Boca office on Colliers' site, or keep the US HQ for the corporate counsel."
182,yes,"Parked/unreachable domains; the Columbus OH firm does not fit a San Carlos CA CEO, and nothing supports the NYC address. No web search was left to go further, so not_found is accepted.",,,,,,,,,
184,yes,"Re-opened compasslexecon.com/api/offices.json: Chicago 180 North Stetson Avenue Suite 5300, 60601; it fits the Winnetka IL economist.",,,,,,,,,
185,yes,"coopercommunications.com and coopercomm.com are parked (redirect to /lander); no public office for the Encino owner's firm, and the NYC address is unsupported. not_found accepted.",,,,,,,,,
187,yes,"Re-opened copado.com/contact-us: Chicago (HQ) 200 E Randolph St, Ste. 6675, Chicago IL 60601.",,,,,,,,,
189,yes,"CoreVest's own contact page (corevestfinance.com/contact) gives 4 Park Plaza, Suite 900, Irvine CA 92614; SEC link is blocked here but the address matches.",,,,,,,,,
190,yes,"Re-opened cgagroup.com/contact: HQ 800 Maine Avenue SW, 7th Floor, Washington DC 20024. The Iowa (212 E 3rd St, Des Moines) and Illinois (300 E Monroe St Suite 20D, Springfield) office pages confirm the donors are split, so the HQ is acceptable.",,,,,,,,,
191,yes,"Re-opened covetrus.com/contact: 2401 West Grandview Rd Suite 100, Phoenix AZ 85023 is a listed Covetrus site; it fits the Scottsdale compounding-division executive.",,,,,,,,,
193,yes,"cresa.com is blocked live, but its own Bethesda page (Wayback 2026-03-14) holds office data: 2 Bethesda Metro Center, Suite 900, Bethesda MD 20814.",,,,,,,,,
194,yes,"Re-opened cumming-group.com/en/locations: 475 Sansome Street, Suite 700, San Francisco CA 94111; it fits the Marin County donor.",,,,,,,,,
196,yes,"Re-opened cutlermanagement.com/contact.html: 43 Harvard Street, Worcester MA 01609; it is the firm's only office.",,,,,,,,,
198,yes,"Re-opened cyberhaven.com/contact: Austin office, 1306 W Oltorf St, Austin TX 78704; it fits the Austin donor.",,,,,,,,,
199,no,"The D&H Distributing HQ page (dandh.com/techdrive) names Dan Schwab as Co-President, the same name as the donor filing employer 'D&H'. A second home in Boca and a later 'retired'/'manager' filing do not make a different business likely, and the researcher named no real second candidate. Resolve to D&H Distributing's HQ; 350 Highland Dr Camp Hill is not supported.",corrected,D&H Distributing,100 Tech Drive,Harrisburg,PA,17112,D&H at Tech Drive (company HQ page),https://www.dandh.com/techdrive/,"The donor's name matches a D&H Distributing co-president; the company's page gives its new headquarters as 100 Tech Drive, Harrisburg PA 17112. D&H has no Florida office found; the published Camp Hill address is not D&H's."
201,yes,"Danly Properties (Austin commercial real estate) is the right identity. Its live site is behind a captcha here; the May 2025 archived contact page and TDLR list the older 11940 Jollyville Rd #300S, Austin 78759, while search-indexed text of the current official site says HQ is 1905 Aldrich St Suite 201 (Mueller). Accepted, but the Aldrich address was not seen on an opened page.",,,,,,,,,
202,yes,"The published street equals the donor's own filing address (a one-physician PC), so home_based with no street is right; NPI only shows an old Bronx location.",,,,,,,,,
203,yes,"Re-queried the NPI API: the Orthopaedic Surgery record (updated 2026-07-13) has location 541 MAIN ST, SOUTH WEYMOUTH MA; the mailing address is residential and was correctly not used. No suite is shown.",,,,,,,,,
204,yes,"Re-opened dwt.com/offices/new-york: 1251 Avenue of the Americas, 42nd Floor, New York NY 10020; the donors are mostly in NY.",,,,,,,,,
205,yes,"Re-opened dcps.dc.gov/page/dcps-offices: DC Public Schools, 1200 First Street NE, Washington DC.",,,,,,,,,
206,yes,"Re-opened the Bloomberg LEI (ISSUED, updated 2025-10-01): HQ 425 1st Street, San Francisco CA 94105.",,,,,,,,,
208,yes,"Re-opened the deloitte.com Washington office page: 1299 Pennsylvania Avenue NW, Washington DC 20004; it fits the Potomac MD tax principal.",,,,,,,,,
